code,date,close
sh.600000,2017-03-31,16.01
sh.600004,2017-03-31,15.94
sh.600006,2017-03-31,6.88
sh.600007,2017-03-31,20.01
sh.600008,2017-03-31,4.26
sh.600009,2017-03-31,29.98
sh.600010,2017-03-31,3.03
sh.600011,2017-03-31,7.17
sh.600012,2017-03-31,16.65
sh.600015,2017-03-31,11.29
sh.600016,2017-03-31,8.48
sh.600017,2017-03-31,4.3
sh.600018,2017-03-31,5.9
sh.600019,2017-03-31,6.51
sh.600020,2017-03-31,4.91
sh.600021,2017-03-31,12.32
sh.600022,2017-03-31,2.69
sh.600023,2017-03-31,5.7
sh.600026,2017-03-31,7.16
sh.600027,2017-03-31,5.04
sh.600028,2017-03-31,5.74
sh.600029,2017-03-31,8.06
sh.600030,2017-03-31,16.11
sh.600031,2017-03-31,7.2
sh.600033,2017-03-31,3.85
sh.600035,2017-03-31,5.83
sh.600036,2017-03-31,19.17
sh.600037,2017-03-31,15.14
sh.600038,2017-03-31,50.0
sh.600039,2017-03-31,5.0
sh.600048,2017-03-31,9.53
sh.600050,2017-03-31,7.47
sh.600051,2017-03-31,12.04
sh.600052,2017-03-31,6.36
sh.600053,2017-03-31,38.9
sh.600054,2017-03-31,17.3
sh.600055,2017-03-31,16.76
sh.600056,2017-03-31,23.64
sh.600057,2017-03-31,11.05
sh.600058,2017-03-31,14.27
sh.600059,2017-03-31,10.21
sh.600060,2017-03-31,18.09
sh.600061,2017-03-31,15.04
sh.600062,2017-03-31,23.65
sh.600063,2017-03-31,4.88
sh.600064,2017-03-31,16.67
sh.600066,2017-03-31,21.48
sh.600067,2017-03-31,6.89
sh.600068,2017-03-31,11.77
sh.600070,2017-03-31,12.83
sh.600071,2017-03-31,20.59
sh.600072,2017-03-31,20.69
sh.600073,2017-03-31,10.37
sh.600075,2017-03-31,13.77
sh.600076,2017-03-31,10.29
sh.600077,2017-03-31,4.91
sh.600078,2017-03-31,7.38
sh.600079,2017-03-31,19.74
sh.600080,2017-03-31,11.58
sh.600081,2017-03-31,14.83
sh.600082,2017-03-31,7.57
sh.600083,2017-03-31,18.83
sh.600084,2017-03-31,9.8
sh.600085,2017-03-31,31.61
sh.600088,2017-03-31,18.91
sh.600089,2017-03-31,11.19
sh.600090,2017-03-31,10.78
sh.600091,2017-03-31,8.41
sh.600093,2017-03-31,13.63
sh.600094,2017-03-31,8.1
sh.600095,2017-03-31,11.37
sh.600096,2017-03-31,8.81
sh.600097,2017-03-31,18.6
sh.600098,2017-03-31,9.41
sh.600099,2017-03-31,16.2
sh.600100,2017-03-31,13.65
sh.600101,2017-03-31,11.84
sh.600103,2017-03-31,5.18
sh.600104,2017-03-31,25.38
sh.600105,2017-03-31,10.04
sh.600106,2017-03-31,8.08
sh.600107,2017-03-31,13.63
sh.600108,2017-03-31,5.23
sh.600109,2017-03-31,13.7
sh.600110,2017-03-31,13.47
sh.600111,2017-03-31,12.11
sh.600112,2017-03-31,10.61
sh.600113,2017-03-31,18.31
sh.600114,2017-03-31,18.0
sh.600115,2017-03-31,6.87
sh.600116,2017-03-31,11.52
sh.600117,2017-03-31,6.15
sh.600118,2017-03-31,32.15
sh.600119,2017-03-31,21.5
sh.600120,2017-03-31,27.61
sh.600121,2017-03-31,4.97
sh.600122,2017-03-31,12.95
sh.600123,2017-03-31,7.78
sh.600125,2017-03-31,9.81
sh.600126,2017-03-31,8.34
sh.600127,2017-03-31,7.09
sh.600128,2017-03-31,14.25
sh.600129,2017-03-31,17.73
sh.600130,2017-03-31,7.62
sh.600131,2017-03-31,11.06
sh.600132,2017-03-31,21.68
sh.600133,2017-03-31,7.99
sh.600135,2017-03-31,14.4
sh.600136,2017-03-31,16.79
sh.600137,2017-03-31,45.44
sh.600138,2017-03-31,21.83
sh.600139,2017-03-31,12.83
sh.600141,2017-03-31,14.61
sh.600143,2017-03-31,7.74
sh.600145,2017-03-31,1.87
sh.600146,2017-03-31,35.73
sh.600148,2017-03-31,34.39
sh.600149,2017-03-31,16.57
sh.600150,2017-03-31,28.3
sh.600151,2017-03-31,10.97
sh.600152,2017-03-31,11.12
sh.600153,2017-03-31,10.97
sh.600155,2017-03-31,12.9
sh.600156,2017-03-31,10.01
sh.600157,2017-03-31,3.96
sh.600158,2017-03-31,18.47
sh.600159,2017-03-31,5.35
sh.600160,2017-03-31,11.21
sh.600161,2017-03-31,39.67
sh.600162,2017-03-31,3.76
sh.600163,2017-03-31,5.94
sh.600165,2017-03-31,16.64
sh.600166,2017-03-31,3.27
sh.600167,2017-03-31,21.62
sh.600168,2017-03-31,10.17
sh.600169,2017-03-31,4.42
sh.600170,2017-03-31,4.88
sh.600171,2017-03-31,12.92
sh.600172,2017-03-31,16.6
sh.600173,2017-03-31,11.48
sh.600176,2017-03-31,10.56
sh.600177,2017-03-31,13.93
sh.600178,2017-03-31,13.05
sh.600179,2017-03-31,17.4
sh.600180,2017-03-31,13.46
sh.600182,2017-03-31,28.17
sh.600183,2017-03-31,13.12
sh.600184,2017-03-31,24.81
sh.600185,2017-03-31,5.67
sh.600186,2017-03-31,4.68
sh.600187,2017-03-31,5.78
sh.600188,2017-03-31,11.4
sh.600189,2017-03-31,10.51
sh.600190,2017-03-31,5.3
sh.600191,2017-03-31,9.87
sh.600192,2017-03-31,9.58
sh.600193,2017-03-31,9.3
sh.600195,2017-03-31,20.15
sh.600196,2017-03-31,28.22
sh.600197,2017-03-31,18.96
sh.600198,2017-03-31,15.89
sh.600199,2017-03-31,9.53
sh.600200,2017-03-31,15.55
sh.600201,2017-03-31,33.88
sh.600202,2017-03-31,14.68
sh.600203,2017-03-31,10.26
sh.600206,2017-03-31,9.79
sh.600207,2017-03-31,9.68
sh.600208,2017-03-31,4.89
sh.600209,2017-03-31,13.98
sh.600210,2017-03-31,5.4
sh.600211,2017-03-31,51.41
sh.600212,2017-03-31,9.05
sh.600213,2017-03-31,14.61
sh.600215,2017-03-31,13.32
sh.600216,2017-03-31,11.77
sh.600217,2017-03-31,9.12
sh.600218,2017-03-31,10.35
sh.600219,2017-03-31,3.27
sh.600220,2017-03-31,4.1
sh.600221,2017-03-31,3.45
sh.600222,2017-03-31,7.65
sh.600223,2017-03-31,5.32
sh.600225,2017-03-31,6.64
sh.600226,2017-03-31,10.93
sh.600227,2017-03-31,7.2
sh.600228,2017-03-31,14.97
sh.600229,2017-03-31,10.55
sh.600230,2017-03-31,23.55
sh.600231,2017-03-31,3.45
sh.600232,2017-03-31,10.76
sh.600233,2017-03-31,22.99
sh.600234,2017-03-31,17.61
sh.600235,2017-03-31,9.64
sh.600236,2017-03-31,6.6
sh.600237,2017-03-31,7.21
sh.600238,2017-03-31,11.44
sh.600239,2017-03-31,6.55
sh.600241,2017-03-31,15.7
sh.600242,2017-03-31,19.54
sh.600243,2017-03-31,11.8
sh.600246,2017-03-31,5.08
sh.600248,2017-03-31,7.49
sh.600249,2017-03-31,11.57
sh.600250,2017-03-31,13.0
sh.600251,2017-03-31,8.65
sh.600252,2017-03-31,4.49
sh.600255,2017-03-31,4.92
sh.600256,2017-03-31,4.69
sh.600257,2017-03-31,9.27
sh.600258,2017-03-31,26.75
sh.600259,2017-03-31,43.2
sh.600260,2017-03-31,21.93
sh.600261,2017-03-31,7.16
sh.600262,2017-03-31,36.82
sh.600265,2017-03-31,33.98
sh.600266,2017-03-31,14.64
sh.600267,2017-03-31,12.99
sh.600268,2017-03-31,8.02
sh.600269,2017-03-31,5.44
sh.600271,2017-03-31,21.0
sh.600272,2017-03-31,17.19
sh.600273,2017-03-31,8.94
sh.600275,2017-03-31,12.08
sh.600276,2017-03-31,54.33
sh.600277,2017-03-31,7.83
sh.600278,2017-03-31,14.5
sh.600279,2017-03-31,7.77
sh.600280,2017-03-31,8.25
sh.600281,2017-03-31,7.94
sh.600282,2017-03-31,3.67
sh.600283,2017-03-31,12.16
sh.600284,2017-03-31,12.05
sh.600285,2017-03-31,11.77
sh.600287,2017-03-31,9.24
sh.600288,2017-03-31,12.32
sh.600289,2017-03-31,12.41
sh.600290,2017-03-31,11.16
sh.600291,2017-03-31,14.45
sh.600292,2017-03-31,11.52
sh.600293,2017-03-31,17.23
sh.600295,2017-03-31,10.02
sh.600297,2017-03-31,9.2
sh.600298,2017-03-31,20.98
sh.600299,2017-03-31,14.12
sh.600300,2017-03-31,6.52
sh.600301,2017-03-31,11.92
sh.600302,2017-03-31,9.76
sh.600303,2017-03-31,9.69
sh.600305,2017-03-31,10.6
sh.600306,2017-03-31,14.93
sh.600307,2017-03-31,3.2
sh.600308,2017-03-31,5.93
sh.600309,2017-03-31,27.11
sh.600310,2017-03-31,8.83
sh.600311,2017-03-31,6.84
sh.600312,2017-03-31,16.88
sh.600313,2017-03-31,6.08
sh.600315,2017-03-31,30.15
sh.600316,2017-03-31,21.47
sh.600318,2017-03-31,28.65
sh.600319,2017-03-31,10.39
sh.600320,2017-03-31,5.78
sh.600321,2017-03-31,5.49
sh.600322,2017-03-31,6.03
sh.600323,2017-03-31,14.15
sh.600325,2017-03-31,13.54
sh.600326,2017-03-31,11.45
sh.600327,2017-03-31,9.18
sh.600328,2017-03-31,12.04
sh.600329,2017-03-31,18.26
sh.600330,2017-03-31,10.21
sh.600331,2017-03-31,6.36
sh.600332,2017-03-31,28.47
sh.600333,2017-03-31,8.46
sh.600335,2017-03-31,12.93
sh.600336,2017-03-31,7.2
sh.600337,2017-03-31,14.66
sh.600338,2017-03-31,32.59
sh.600339,2017-03-31,7.22
sh.600340,2017-03-31,27.26
sh.600343,2017-03-31,21.65
sh.600345,2017-03-31,21.94
sh.600346,2017-03-31,8.39
sh.600348,2017-03-31,6.85
sh.600350,2017-03-31,7.08
sh.600351,2017-03-31,8.68
sh.600352,2017-03-31,9.4
sh.600353,2017-03-31,10.99
sh.600354,2017-03-31,7.83
sh.600355,2017-03-31,9.26
sh.600356,2017-03-31,11.96
sh.600358,2017-03-31,10.53
sh.600359,2017-03-31,10.37
sh.600360,2017-03-31,8.85
sh.600361,2017-03-31,6.79
sh.600362,2017-03-31,17.25
sh.600363,2017-03-31,15.86
sh.600365,2017-03-31,11.79
sh.600366,2017-03-31,19.07
sh.600367,2017-03-31,12.75
sh.600368,2017-03-31,6.81
sh.600369,2017-03-31,6.21
sh.600370,2017-03-31,5.55
sh.600371,2017-03-31,14.9
sh.600372,2017-03-31,19.3
sh.600373,2017-03-31,22.31
sh.600375,2017-03-31,8.36
sh.600376,2017-03-31,12.05
sh.600377,2017-03-31,9.35
sh.600378,2017-03-31,13.14
sh.600379,2017-03-31,22.09
sh.600380,2017-03-31,9.53
sh.600381,2017-03-31,15.64
sh.600382,2017-03-31,15.69
sh.600383,2017-03-31,11.1
sh.600385,2017-03-31,18.81
sh.600386,2017-03-31,14.02
sh.600387,2017-03-31,17.94
sh.600388,2017-03-31,12.77
sh.600389,2017-03-31,18.44
sh.600390,2017-03-31,14.68
sh.600391,2017-03-31,35.88
sh.600392,2017-03-31,12.87
sh.600393,2017-03-31,15.56
sh.600395,2017-03-31,7.91
sh.600396,2017-03-31,4.95
sh.600397,2017-03-31,5.23
sh.600398,2017-03-31,10.47
sh.600399,2017-03-31,7.59
sh.600400,2017-03-31,8.56
sh.600403,2017-03-31,5.03
sh.600405,2017-03-31,10.52
sh.600406,2017-03-31,16.63
sh.600408,2017-03-31,4.1
sh.600409,2017-03-31,9.55
sh.600410,2017-03-31,9.9
sh.600415,2017-03-31,7.92
sh.600416,2017-03-31,16.98
sh.600418,2017-03-31,11.72
sh.600419,2017-03-31,55.87
sh.600420,2017-03-31,32.74
sh.600421,2017-03-31,18.22
sh.600422,2017-03-31,12.42
sh.600423,2017-03-31,6.87
sh.600425,2017-03-31,6.95
sh.600426,2017-03-31,13.32
sh.600428,2017-03-31,7.39
sh.600429,2017-03-31,8.49
sh.600433,2017-03-31,7.2
sh.600435,2017-03-31,16.86
sh.600436,2017-03-31,50.29
sh.600438,2017-03-31,6.27
sh.600439,2017-03-31,7.84
sh.600444,2017-03-31,19.79
sh.600446,2017-03-31,21.05
sh.600448,2017-03-31,7.14
sh.600449,2017-03-31,12.84
sh.600452,2017-03-31,48.01
sh.600455,2017-03-31,45.22
sh.600456,2017-03-31,23.39
sh.600458,2017-03-31,14.59
sh.600459,2017-03-31,23.47
sh.600460,2017-03-31,6.33
sh.600461,2017-03-31,7.63
sh.600462,2017-03-31,8.14
sh.600463,2017-03-31,14.56
sh.600466,2017-03-31,9.79
sh.600467,2017-03-31,4.07
sh.600468,2017-03-31,12.33
sh.600469,2017-03-31,11.94
sh.600470,2017-03-31,7.52
sh.600475,2017-03-31,18.44
sh.600476,2017-03-31,27.43
sh.600477,2017-03-31,10.38
sh.600478,2017-03-31,9.39
sh.600479,2017-03-31,16.43
sh.600480,2017-03-31,18.63
sh.600481,2017-03-31,8.35
sh.600482,2017-03-31,32.33
sh.600483,2017-03-31,11.21
sh.600486,2017-03-31,36.59
sh.600487,2017-03-31,25.76
sh.600488,2017-03-31,6.34
sh.600489,2017-03-31,11.72
sh.600490,2017-03-31,7.91
sh.600491,2017-03-31,11.3
sh.600493,2017-03-31,14.17
sh.600495,2017-03-31,8.46
sh.600496,2017-03-31,4.48
sh.600497,2017-03-31,6.97
sh.600498,2017-03-31,24.66
sh.600499,2017-03-31,7.86
sh.600500,2017-03-31,11.02
sh.600501,2017-03-31,19.02
sh.600502,2017-03-31,9.57
sh.600503,2017-03-31,7.6
sh.600505,2017-03-31,10.97
sh.600506,2017-03-31,22.2
sh.600507,2017-03-31,7.27
sh.600508,2017-03-31,11.42
sh.600509,2017-03-31,9.1
sh.600510,2017-03-31,9.22
sh.600511,2017-03-31,33.54
sh.600512,2017-03-31,5.24
sh.600513,2017-03-31,15.55
sh.600515,2017-03-31,11.86
sh.600516,2017-03-31,8.86
sh.600517,2017-03-31,9.54
sh.600518,2017-03-31,18.86
sh.600519,2017-03-31,386.36
sh.600520,2017-03-31,21.26
sh.600521,2017-03-31,22.0
sh.600522,2017-03-31,11.79
sh.600523,2017-03-31,22.14
sh.600525,2017-03-31,15.13
sh.600526,2017-03-31,11.7
sh.600527,2017-03-31,5.86
sh.600528,2017-03-31,16.09
sh.600529,2017-03-31,18.88
sh.600530,2017-03-31,6.72
sh.600531,2017-03-31,7.94
sh.600532,2017-03-31,14.86
sh.600533,2017-03-31,5.15
sh.600535,2017-03-31,39.95
sh.600536,2017-03-31,23.34
sh.600537,2017-03-31,7.08
sh.600538,2017-03-31,12.46
sh.600539,2017-03-31,18.13
sh.600540,2017-03-31,8.76
sh.600543,2017-03-31,13.25
sh.600545,2017-03-31,13.54
sh.600546,2017-03-31,4.75
sh.600547,2017-03-31,35.78
sh.600548,2017-03-31,8.64
sh.600549,2017-03-31,21.53
sh.600550,2017-03-31,7.07
sh.600551,2017-03-31,20.32
sh.600552,2017-03-31,16.42
sh.600555,2017-03-31,5.55
sh.600556,2017-03-31,11.93
sh.600557,2017-03-31,17.37
sh.600558,2017-03-31,6.3
sh.600559,2017-03-31,22.69
sh.600560,2017-03-31,15.69
sh.600561,2017-03-31,12.36
sh.600562,2017-03-31,31.75
sh.600563,2017-03-31,41.27
sh.600565,2017-03-31,6.63
sh.600566,2017-03-31,33.69
sh.600567,2017-03-31,3.51
sh.600568,2017-03-31,20.24
sh.600569,2017-03-31,3.35
sh.600570,2017-03-31,42.25
sh.600571,2017-03-31,18.31
sh.600572,2017-03-31,6.66
sh.600573,2017-03-31,13.53
sh.600575,2017-03-31,5.93
sh.600576,2017-03-31,13.8
sh.600577,2017-03-31,6.15
sh.600578,2017-03-31,4.44
sh.600579,2017-03-31,15.44
sh.600580,2017-03-31,8.38
sh.600581,2017-03-31,8.28
sh.600582,2017-03-31,5.66
sh.600583,2017-03-31,7.63
sh.600584,2017-03-31,18.88
sh.600585,2017-03-31,20.74
sh.600586,2017-03-31,5.03
sh.600587,2017-03-31,24.15
sh.600588,2017-03-31,17.79
sh.600589,2017-03-31,8.46
sh.600590,2017-03-31,15.72
sh.600592,2017-03-31,19.23
sh.600593,2017-03-31,33.75
sh.600594,2017-03-31,17.64
sh.600595,2017-03-31,5.43
sh.600596,2017-03-31,10.02
sh.600597,2017-03-31,13.0
sh.600598,2017-03-31,11.28
sh.600599,2017-03-31,24.88
sh.600600,2017-03-31,32.76
sh.600601,2017-03-31,4.23
sh.600602,2017-03-31,9.39
sh.600603,2017-03-31,16.61
sh.600604,2017-03-31,18.58
sh.600605,2017-03-31,20.46
sh.600606,2017-03-31,7.97
sh.600608,2017-03-31,12.12
sh.600609,2017-03-31,8.08
sh.600610,2017-03-31,9.34
sh.600611,2017-03-31,6.22
sh.600612,2017-03-31,39.38
sh.600613,2017-03-31,14.99
sh.600615,2017-03-31,17.69
sh.600616,2017-03-31,12.39
sh.600617,2017-03-31,10.78
sh.600618,2017-03-31,12.2
sh.600619,2017-03-31,11.71
sh.600620,2017-03-31,14.15
sh.600621,2017-03-31,13.8
sh.600622,2017-03-31,19.38
sh.600623,2017-03-31,11.41
sh.600624,2017-03-31,8.24
sh.600626,2017-03-31,11.19
sh.600628,2017-03-31,12.35
sh.600629,2017-03-31,19.38
sh.600630,2017-03-31,14.41
sh.600633,2017-03-31,19.9
sh.600635,2017-03-31,6.39
sh.600636,2017-03-31,13.86
sh.600637,2017-03-31,22.54
sh.600638,2017-03-31,19.95
sh.600639,2017-03-31,17.6
sh.600640,2017-03-31,18.38
sh.600641,2017-03-31,12.98
sh.600642,2017-03-31,6.26
sh.600643,2017-03-31,13.39
sh.600644,2017-03-31,9.59
sh.600645,2017-03-31,26.8
sh.600647,2017-03-31,30.33
sh.600648,2017-03-31,19.63
sh.600649,2017-03-31,18.31
sh.600650,2017-03-31,21.75
sh.600651,2017-03-31,10.33
sh.600652,2017-03-31,10.27
sh.600653,2017-03-31,3.69
sh.600654,2017-03-31,17.43
sh.600655,2017-03-31,11.42
sh.600657,2017-03-31,5.88
sh.600658,2017-03-31,13.5
sh.600660,2017-03-31,22.61
sh.600661,2017-03-31,26.35
sh.600662,2017-03-31,9.99
sh.600663,2017-03-31,23.0
sh.600664,2017-03-31,7.61
sh.600665,2017-03-31,5.46
sh.600666,2017-03-31,28.26
sh.600667,2017-03-31,7.23
sh.600668,2017-03-31,17.35
sh.600671,2017-03-31,32.89
sh.600673,2017-03-31,7.29
sh.600674,2017-03-31,9.05
sh.600675,2017-03-31,7.29
sh.600676,2017-03-31,8.63
sh.600678,2017-03-31,14.1
sh.600679,2017-03-31,30.97
sh.600681,2017-03-31,16.37
sh.600682,2017-03-31,36.6
sh.600683,2017-03-31,8.33
sh.600684,2017-03-31,7.98
sh.600685,2017-03-31,33.43
sh.600686,2017-03-31,14.65
sh.600688,2017-03-31,6.4
sh.600689,2017-03-31,15.58
sh.600690,2017-03-31,12.18
sh.600691,2017-03-31,3.19
sh.600692,2017-03-31,16.33
sh.600693,2017-03-31,13.3
sh.600694,2017-03-31,41.73
sh.600695,2017-03-31,9.51
sh.600696,2017-03-31,7.95
sh.600697,2017-03-31,32.95
sh.600698,2017-03-31,12.78
sh.600699,2017-03-31,32.32
sh.600702,2017-03-31,26.1
sh.600703,2017-03-31,15.99
sh.600704,2017-03-31,10.64
sh.600705,2017-03-31,6.15
sh.600706,2017-03-31,19.34
sh.600707,2017-03-31,8.12
sh.600708,2017-03-31,8.82
sh.600710,2017-03-31,9.36
sh.600711,2017-03-31,7.02
sh.600712,2017-03-31,9.87
sh.600713,2017-03-31,7.69
sh.600714,2017-03-31,14.11
sh.600715,2017-03-31,22.12
sh.600716,2017-03-31,7.14
sh.600717,2017-03-31,11.76
sh.600718,2017-03-31,19.3
sh.600719,2017-03-31,9.42
sh.600720,2017-03-31,9.69
sh.600721,2017-03-31,17.3
sh.600722,2017-03-31,11.48
sh.600723,2017-03-31,9.76
sh.600724,2017-03-31,5.75
sh.600725,2017-03-31,2.85
sh.600726,2017-03-31,5.04
sh.600727,2017-03-31,9.58
sh.600728,2017-03-31,8.73
sh.600729,2017-03-31,26.57
sh.600730,2017-03-31,11.48
sh.600731,2017-03-31,10.42
sh.600732,2017-03-31,7.67
sh.600733,2017-03-31,50.18
sh.600734,2017-03-31,12.75
sh.600735,2017-03-31,20.74
sh.600736,2017-03-31,8.46
sh.600737,2017-03-31,11.25
sh.600738,2017-03-31,9.25
sh.600739,2017-03-31,17.67
sh.600740,2017-03-31,7.61
sh.600741,2017-03-31,18.21
sh.600742,2017-03-31,17.57
sh.600743,2017-03-31,4.54
sh.600744,2017-03-31,6.16
sh.600745,2017-03-31,20.79
sh.600746,2017-03-31,11.21
sh.600748,2017-03-31,7.92
sh.600749,2017-03-31,20.48
sh.600750,2017-03-31,36.12
sh.600751,2017-03-31,7.99
sh.600753,2017-03-31,31.13
sh.600754,2017-03-31,28.88
sh.600755,2017-03-31,9.09
sh.600756,2017-03-31,20.6
sh.600757,2017-03-31,8.33
sh.600758,2017-03-31,9.56
sh.600759,2017-03-31,7.99
sh.600760,2017-03-31,33.39
sh.600761,2017-03-31,14.56
sh.600763,2017-03-31,27.55
sh.600764,2017-03-31,30.57
sh.600765,2017-03-31,15.32
sh.600766,2017-03-31,15.19
sh.600767,2017-03-31,11.23
sh.600768,2017-03-31,19.38
sh.600769,2017-03-31,10.61
sh.600770,2017-03-31,9.28
sh.600771,2017-03-31,39.8
sh.600773,2017-03-31,14.39
sh.600774,2017-03-31,21.0
sh.600775,2017-03-31,14.93
sh.600776,2017-03-31,7.87
sh.600777,2017-03-31,3.4
sh.600778,2017-03-31,10.3
sh.600779,2017-03-31,24.58
sh.600780,2017-03-31,5.81
sh.600781,2017-03-31,19.08
sh.600782,2017-03-31,3.72
sh.600783,2017-03-31,22.77
sh.600784,2017-03-31,8.67
sh.600785,2017-03-31,23.83
sh.600787,2017-03-31,8.72
sh.600789,2017-03-31,9.37
sh.600790,2017-03-31,6.83
sh.600791,2017-03-31,7.81
sh.600792,2017-03-31,5.45
sh.600793,2017-03-31,41.7
sh.600794,2017-03-31,5.44
sh.600795,2017-03-31,3.26
sh.600796,2017-03-31,10.8
sh.600797,2017-03-31,13.68
sh.600798,2017-03-31,7.48
sh.600800,2017-03-31,11.08
sh.600801,2017-03-31,9.91
sh.600802,2017-03-31,11.35
sh.600803,2017-03-31,14.45
sh.600804,2017-03-31,19.73
sh.600805,2017-03-31,8.44
sh.600807,2017-03-31,13.73
sh.600808,2017-03-31,3.26
sh.600809,2017-03-31,29.29
sh.600810,2017-03-31,9.15
sh.600811,2017-03-31,7.05
sh.600812,2017-03-31,6.13
sh.600814,2017-03-31,11.93
sh.600815,2017-03-31,7.12
sh.600816,2017-03-31,11.34
sh.600817,2017-03-31,17.77
sh.600818,2017-03-31,28.61
sh.600819,2017-03-31,8.3
sh.600820,2017-03-31,10.45
sh.600821,2017-03-31,9.99
sh.600822,2017-03-31,16.99
sh.600823,2017-03-31,7.29
sh.600824,2017-03-31,6.67
sh.600825,2017-03-31,8.33
sh.600826,2017-03-31,25.76
sh.600827,2017-03-31,16.16
sh.600828,2017-03-31,9.7
sh.600829,2017-03-31,14.42
sh.600830,2017-03-31,11.21
sh.600831,2017-03-31,12.53
sh.600833,2017-03-31,20.96
sh.600834,2017-03-31,14.75
sh.600835,2017-03-31,21.63
sh.600836,2017-03-31,9.39
sh.600837,2017-03-31,14.6
sh.600838,2017-03-31,15.46
sh.600839,2017-03-31,4.23
sh.600841,2017-03-31,14.0
sh.600843,2017-03-31,15.57
sh.600844,2017-03-31,7.78
sh.600845,2017-03-31,17.77
sh.600846,2017-03-31,8.66
sh.600847,2017-03-31,19.7
sh.600848,2017-03-31,19.68
sh.600850,2017-03-31,23.36
sh.600851,2017-03-31,11.43
sh.600853,2017-03-31,7.2
sh.600854,2017-03-31,8.18
sh.600855,2017-03-31,28.89
sh.600856,2017-03-31,11.02
sh.600857,2017-03-31,15.79
sh.600858,2017-03-31,9.35
sh.600859,2017-03-31,16.28
sh.600860,2017-03-31,9.26
sh.600861,2017-03-31,14.34
sh.600862,2017-03-31,11.77
sh.600863,2017-03-31,3.35
sh.600864,2017-03-31,10.07
sh.600865,2017-03-31,12.4
sh.600866,2017-03-31,7.08
sh.600867,2017-03-31,20.3
sh.600868,2017-03-31,5.43
sh.600869,2017-03-31,7.85
sh.600870,2017-03-31,8.65
sh.600871,2017-03-31,3.66
sh.600872,2017-03-31,15.97
sh.600873,2017-03-31,7.32
sh.600874,2017-03-31,8.16
sh.600875,2017-03-31,10.03
sh.600876,2017-03-31,22.9
sh.600877,2017-03-31,8.46
sh.600879,2017-03-31,17.71
sh.600880,2017-03-31,8.0
sh.600881,2017-03-31,6.01
sh.600882,2017-03-31,10.46
sh.600883,2017-03-31,14.24
sh.600884,2017-03-31,16.48
sh.600885,2017-03-31,36.32
sh.600886,2017-03-31,7.53
sh.600887,2017-03-31,18.91
sh.600888,2017-03-31,9.51
sh.600889,2017-03-31,12.48
sh.600890,2017-03-31,11.27
sh.600892,2017-03-31,55.97
sh.600893,2017-03-31,33.67
sh.600894,2017-03-31,13.46
sh.600895,2017-03-31,17.25
sh.600896,2017-03-31,10.61
sh.600897,2017-03-31,25.8
sh.600898,2017-03-31,17.49
sh.600900,2017-03-31,13.27
sh.600908,2017-03-31,14.01
sh.600909,2017-03-31,11.48
sh.600917,2017-03-31,12.13
sh.600919,2017-03-31,10.0
sh.600926,2017-03-31,22.7
sh.600936,2017-03-31,11.17
sh.600939,2017-03-31,17.48
sh.600958,2017-03-31,14.68
sh.600959,2017-03-31,10.43
sh.600960,2017-03-31,8.4
sh.600961,2017-03-31,11.03
sh.600962,2017-03-31,17.39
sh.600963,2017-03-31,8.76
sh.600965,2017-03-31,13.25
sh.600966,2017-03-31,5.13
sh.600967,2017-03-31,15.13
sh.600969,2017-03-31,16.31
sh.600970,2017-03-31,10.7
sh.600971,2017-03-31,8.79
sh.600973,2017-03-31,9.05
sh.600975,2017-03-31,8.2
sh.600976,2017-03-31,31.11
sh.600977,2017-03-31,23.54
sh.600979,2017-03-31,7.92
sh.600980,2017-03-31,20.96
sh.600981,2017-03-31,8.55
sh.600982,2017-03-31,5.6
sh.600983,2017-03-31,10.55
sh.600984,2017-03-31,11.15
sh.600985,2017-03-31,16.28
sh.600986,2017-03-31,16.43
sh.600987,2017-03-31,13.41
sh.600988,2017-03-31,14.45
sh.600990,2017-03-31,68.95
sh.600992,2017-03-31,16.76
